dep_id,dep_search_date,dep_departure_airport,dep_arrival_airport,dep_departure_date,dep_arrival_date,dep_departure_time,dep_arrival_time,dep_price,dep_total_hours,dep_companies,dep_connections,arr_id,arr_search_date,arr_departure_airport,arr_arrival_airport,arr_departure_date,arr_arrival_date,arr_departure_time,arr_arrival_time,arr_price,arr_total_hours,arr_companies,arr_connections,total_price,trip_duration_days
,2025-10-11 00:00:00,OPO,NRT,2026-08-08,2026-08-09,08:15,09:55,1029.0,17.666666666666668,"Japan Airlines, Gerido por Iberia",1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-18,2026-08-19,11:10,21:35,466.0,42.416666666666664,"Várias companhias aéreas, Gerido por Malta Air",3 escalas,1495.0,9
,2025-10-11 00:00:00,OPO,NRT,2026-08-08,2026-08-09,08:15,09:55,1036.0,17.666666666666668,Iberia,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-18,2026-08-19,18:30,11:05,643.0,24.583333333333332,"Cathay Pacifc, Chair Airlines",2 escalas,1679.0,9
,2025-10-11 00:00:00,OPO,NRT,2026-08-08,2026-08-09,08:15,09:55,1036.0,17.666666666666668,Iberia,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-18,2026-08-19,17:15,10:50,668.0,25.583333333333332,"Cathay Pacifc, Air Europa, Gerido por Air Europa Express",2 escalas,1704.0,9
,2025-10-11 00:00:00,OPO,NRT,2026-08-08,2026-08-09,08:15,09:55,1036.0,17.666666666666668,Iberia,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-18,2026-08-19,18:30,15:05,593.0,28.583333333333332,"Cathay Pacifc, Transavia France",2 escalas,1629.0,9
,2025-10-11 00:00:00,OPO,NRT,2026-08-08,2026-08-09,08:15,09:55,1036.0,17.666666666666668,Iberia,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-18,2026-08-19,17:40,10:50,887.0,25.166666666666668,"Etihad Airways, Gerido por Air Europa",2 escalas,1923.0,9
,2025-10-11 00:00:00,OPO,NRT,2026-08-08,2026-08-09,08:15,09:55,1036.0,17.666666666666668,Iberia,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-18,2026-08-19,17:25,10:50,889.0,25.416666666666668,"Qatar Airways, Air Europa, Gerido por Air Europa Express",2 escalas,1925.0,9
,2025-10-11 00:00:00,OPO,NRT,2026-08-08,2026-08-09,08:15,09:55,1036.0,17.666666666666668,Iberia,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-18,2026-08-19,17:15,11:05,643.0,25.833333333333332,"Cathay Pacifc, Chair Airlines",2 escalas,1679.0,9
,2025-10-11 00:00:00,OPO,NRT,2026-08-08,2026-08-09,08:15,09:55,1036.0,17.666666666666668,Iberia,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-18,2026-08-19,18:30,11:25,669.0,24.916666666666668,"Cathay Pacifc, SWISS",2 escalas,1705.0,9
,2025-10-11 00:00:00,OPO,NRT,2026-08-08,2026-08-09,08:15,09:55,1036.0,17.666666666666668,Iberia,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-18,2026-08-18,12:35,22:15,1124.0,17.666666666666668,KLM,1 escala,2160.0,9
,2025-10-11 00:00:00,OPO,NRT,2026-08-08,2026-08-09,08:15,09:55,1036.0,17.666666666666668,Iberia,1 escala,,2025-10-11 00:00:00,NRT,OPO,2026-08-18,2026-08-19,11:10,21:35,466.0,42.416666666666664,"Várias companhias aéreas, Gerido por Malta Air",3 escalas,1502.0,9
